disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-020600,cyber attack,aerospace,2,europe,small,False,4,38.7,1156275.71,production reroute,8,24,202,False
DIS-020601,cyber attack,automotive,2,asia-pacific,large,True,4,47.2,9514355.86,alternative supplier,1,35,141,False
DIS-020602,geopolitical,electronics,2,north america,large,False,3,45.4,5906526.68,alternative supplier,1,17,36,False
DIS-020603,cyber attack,automotive,1,asia-pacific,small,True,3,54.8,619473.87,alternative supplier,1,17,103,True
DIS-020604,port congestion,automotive,3,africa/middle east,medium,True,2,40.4,2302082.18,alternative supplier,3,30,73,False
DIS-020605,factory incident,electronics,2,europe,medium,True,2,39.2,860142.8,alternative supplier,5,25,60,False
DIS-020606,port congestion,pharmaceuticals,2,europe,small,False,2,35.4,1699284.38,customer delay,1,17,27,False
DIS-020607,natural disaster,electronics,2,south america,medium,True,2,16.4,586042.02,alternative supplier,1,19,35,False
DIS-020608,natural disaster,pharmaceuticals,3,asia-pacific,medium,True,3,37.7,3141524.5,production reroute,4,45,126,True
DIS-020609,port congestion,electronics,2,asia-pacific,medium,False,1,29.6,2870813.31,customer delay,7,24,56,False
DIS-020610,port congestion,automotive,4,asia-pacific,medium,True,2,6.2,170278.94,alternative supplier,2,47,64,False
DIS-020611,factory incident,automotive,1,asia-pacific,medium,True,2,30.7,2382159.52,combined strategy,1,15,31,False
DIS-020612,labor strike,electronics,2,north america,large,True,2,19.2,5334250.55,alternative supplier,2,13,83,False
DIS-020613,cyber attack,pharmaceuticals,2,north america,large,True,3,21.2,3897005.35,customer delay,2,23,101,False
DIS-020614,port congestion,consumer goods,1,asia-pacific,small,True,2,32.6,129645.7,alternative supplier,1,6,32,False
DIS-020615,factory incident,automotive,3,asia-pacific,large,True,2,21.4,8126722.59,alternative supplier,3,58,83,True
DIS-020616,natural disaster,automotive,1,south america,large,True,2,15.0,4122268.64,alternative supplier,1,4,55,False
DIS-020617,geopolitical,consumer goods,1,europe,medium,True,1,7.9,66134.2,alternative supplier,1,5,14,False
DIS-020618,cyber attack,aerospace,2,north america,medium,True,3,34.8,4950449.91,alternative supplier,3,3,34,False
DIS-020619,factory incident,electronics,2,asia-pacific,medium,True,3,35.7,974453.34,alternative supplier,2,3,35,False
DIS-020620,labor strike,electronics,4,europe,small,False,3,28.1,133174.23,production reroute,4,168,236,False
DIS-020621,labor strike,electronics,1,africa/middle east,small,False,2,40.2,107871.6,inventory buffer,9,43,74,False
DIS-020622,cyber attack,automotive,1,europe,medium,False,5,82.5,5593673.2,production reroute,6,10,185,True
DIS-020623,port congestion,electronics,4,north america,large,True,2,14.9,1481144.88,alternative supplier,6,35,55,False
DIS-020624,port congestion,electronics,3,europe,large,True,2,30.5,1146976.98,alternative supplier,1,25,95,False
DIS-020625,factory incident,automotive,1,north america,large,False,3,45.8,7066249.48,inventory buffer,1,28,67,False
DIS-020626,natural disaster,automotive,2,asia-pacific,medium,True,3,44.2,936368.39,alternative supplier,1,28,93,False
DIS-020627,cyber attack,automotive,3,south america,large,False,5,60.2,14068434.46,production reroute,1,53,72,False
DIS-020628,cyber attack,pharmaceuticals,3,asia-pacific,medium,False,3,26.7,4558214.21,production reroute,1,23,70,False
DIS-020629,cyber attack,consumer goods,2,north america,medium,False,2,28.3,1161322.98,inventory buffer,1,16,106,False
DIS-020630,cyber attack,electronics,1,europe,small,False,4,69.4,225703.92,combined strategy,1,44,78,False
DIS-020631,port congestion,consumer goods,1,africa/middle east,small,False,3,28.9,71566.42,inventory buffer,16,13,47,True
DIS-020632,port congestion,aerospace,2,south america,large,True,1,18.9,3892401.71,alternative supplier,3,11,19,False
DIS-020633,port congestion,electronics,3,south america,medium,False,1,15.0,408178.89,customer delay,7,7,16,False
DIS-020634,port congestion,aerospace,2,north america,large,True,2,20.3,4375663.15,customer delay,1,31,36,False
DIS-020635,natural disaster,pharmaceuticals,2,europe,medium,True,2,43.0,2841371.0,inventory buffer,1,6,32,False
DIS-020636,factory incident,automotive,3,north america,medium,False,2,26.4,853511.32,production reroute,3,6,37,False
DIS-020637,cyber attack,electronics,2,europe,medium,True,4,56.3,631197.91,combined strategy,7,7,84,False
DIS-020638,factory incident,pharmaceuticals,2,asia-pacific,large,False,1,8.5,1270934.46,production reroute,1,3,34,False
DIS-020639,cyber attack,automotive,1,africa/middle east,medium,False,4,34.5,777721.8,combined strategy,2,78,184,False
DIS-020640,natural disaster,automotive,1,asia-pacific,small,False,4,50.7,1213732.92,production reroute,10,21,35,False
DIS-020641,factory incident,electronics,4,north america,medium,True,2,20.7,611270.46,alternative supplier,6,31,71,False
DIS-020642,factory incident,automotive,2,asia-pacific,medium,False,3,35.4,1326867.4,inventory buffer,1,26,137,False
DIS-020643,natural disaster,consumer goods,3,south america,medium,False,5,39.0,1296617.36,combined strategy,1,94,291,True
DIS-020644,natural disaster,pharmaceuticals,1,africa/middle east,medium,False,1,15.3,1067725.58,customer delay,1,3,27,True
DIS-020645,geopolitical,automotive,2,asia-pacific,medium,True,2,34.5,2936351.77,alternative supplier,1,14,57,False
DIS-020646,port congestion,automotive,1,asia-pacific,small,False,2,28.6,238655.82,customer delay,8,12,37,False
DIS-020647,natural disaster,automotive,2,africa/middle east,medium,True,2,29.4,686927.93,customer delay,1,6,43,False
DIS-020648,geopolitical,consumer goods,2,europe,medium,True,1,2.4,94683.59,alternative supplier,2,3,20,False
DIS-020649,natural disaster,consumer goods,1,north america,small,False,5,89.7,73296.39,production reroute,4,61,160,False
DIS-020650,port congestion,consumer goods,1,asia-pacific,large,True,2,26.8,3655576.75,production reroute,2,28,53,False
DIS-020651,port congestion,automotive,3,asia-pacific,large,True,1,13.2,1618565.59,alternative supplier,1,4,26,False
DIS-020652,port congestion,aerospace,4,north america,medium,True,2,4.8,112413.28,alternative supplier,10,32,56,False
DIS-020653,factory incident,consumer goods,3,europe,medium,False,2,15.8,43668.9,combined strategy,11,49,113,False
DIS-020654,geopolitical,pharmaceuticals,3,south america,medium,False,2,7.8,1424303.43,production reroute,5,21,116,False
DIS-020655,port congestion,pharmaceuticals,1,north america,medium,True,2,32.9,5154011.37,alternative supplier,2,5,45,False
DIS-020656,port congestion,electronics,3,north america,small,True,1,11.8,56707.16,alternative supplier,3,12,26,False
DIS-020657,natural disaster,pharmaceuticals,1,north america,small,True,1,35.8,409155.51,alternative supplier,1,3,8,False
DIS-020658,labor strike,electronics,2,asia-pacific,medium,True,2,21.7,382106.49,alternative supplier,1,14,34,False
DIS-020659,geopolitical,consumer goods,3,asia-pacific,medium,False,4,36.6,737585.52,combined strategy,9,49,124,False
DIS-020660,geopolitical,electronics,1,north america,small,True,3,32.5,359286.46,alternative supplier,6,5,136,True
DIS-020661,port congestion,aerospace,1,asia-pacific,small,True,3,42.3,4954040.76,alternative supplier,4,35,56,False
DIS-020662,labor strike,aerospace,2,europe,small,False,2,31.5,484221.15,inventory buffer,1,37,43,False
DIS-020663,geopolitical,electronics,2,europe,medium,False,2,14.3,59236.51,inventory buffer,1,22,90,False
DIS-020664,geopolitical,consumer goods,2,asia-pacific,medium,False,1,14.4,68450.56,combined strategy,3,12,46,False
DIS-020665,cyber attack,automotive,3,north america,medium,False,5,51.1,3488318.29,production reroute,1,200,350,True
DIS-020666,port congestion,electronics,3,europe,medium,False,4,34.1,672813.28,customer delay,12,60,147,False
DIS-020667,cyber attack,electronics,1,south america,medium,True,5,82.8,4138765.28,combined strategy,1,108,164,False
DIS-020668,labor strike,pharmaceuticals,4,north america,large,True,2,24.0,7421028.01,alternative supplier,1,38,65,True
DIS-020669,port congestion,aerospace,2,africa/middle east,small,True,1,2.7,78258.85,production reroute,1,3,27,False
DIS-020670,factory incident,electronics,1,africa/middle east,medium,False,2,30.5,758840.96,combined strategy,4,31,108,False
DIS-020671,natural disaster,electronics,1,north america,small,False,2,26.6,62613.79,alternative supplier,2,3,75,False
DIS-020672,factory incident,electronics,1,asia-pacific,small,True,3,47.4,549091.48,alternative supplier,2,3,62,False
DIS-020673,labor strike,electronics,1,asia-pacific,small,False,3,38.4,514940.57,combined strategy,13,5,135,False
DIS-020674,geopolitical,pharmaceuticals,1,south america,small,True,4,64.3,1634098.87,alternative supplier,2,23,75,False
DIS-020675,port congestion,pharmaceuticals,1,north america,small,True,2,30.5,446558.93,production reroute,1,3,41,True
DIS-020676,geopolitical,electronics,1,asia-pacific,small,False,3,57.9,895260.41,customer delay,2,84,120,True
DIS-020677,factory incident,consumer goods,1,asia-pacific,small,True,2,50.5,277732.76,alternative supplier,1,6,29,False
DIS-020678,natural disaster,pharmaceuticals,2,south america,large,False,3,45.3,12681676.94,inventory buffer,6,13,67,False
DIS-020679,factory incident,electronics,1,north america,large,False,3,50.7,5796321.61,inventory buffer,7,46,85,True
DIS-020680,natural disaster,electronics,3,north america,medium,False,4,21.8,936313.02,production reroute,4,107,198,False
DIS-020681,geopolitical,aerospace,1,asia-pacific,large,False,2,37.0,9231516.28,production reroute,3,24,47,False
DIS-020682,factory incident,pharmaceuticals,2,europe,large,True,2,24.6,26946920.06,production reroute,1,3,45,False
DIS-020683,labor strike,electronics,2,asia-pacific,medium,True,2,27.7,163395.93,alternative supplier,1,42,52,False
DIS-020684,labor strike,automotive,2,asia-pacific,large,True,1,1.0,66470.13,alternative supplier,1,9,30,False
DIS-020685,geopolitical,electronics,3,south america,medium,True,3,38.4,636460.38,alternative supplier,1,23,65,False
DIS-020686,labor strike,automotive,2,south america,medium,False,4,19.7,982719.73,production reroute,13,38,102,True
DIS-020687,labor strike,electronics,3,asia-pacific,medium,True,3,22.1,2014811.23,alternative supplier,6,16,25,True
DIS-020688,geopolitical,consumer goods,2,north america,medium,False,2,21.7,253941.48,combined strategy,3,10,42,False
DIS-020689,port congestion,electronics,3,asia-pacific,medium,False,2,20.2,549236.68,inventory buffer,5,15,56,False
DIS-020690,labor strike,consumer goods,2,asia-pacific,large,True,2,20.7,1555941.55,alternative supplier,3,3,38,False
DIS-020691,factory incident,automotive,1,europe,small,True,4,59.2,209864.63,alternative supplier,2,14,74,False
DIS-020692,cyber attack,automotive,3,south america,small,False,4,35.0,626519.06,combined strategy,5,13,103,True
DIS-020693,port congestion,consumer goods,1,asia-pacific,small,True,4,68.3,1094820.04,production reroute,1,73,146,True
DIS-020694,cyber attack,consumer goods,2,asia-pacific,small,False,5,53.8,95923.65,production reroute,16,33,217,False
DIS-020695,port congestion,pharmaceuticals,2,north america,large,True,2,18.5,18989579.9,production reroute,5,21,57,False
DIS-020696,factory incident,aerospace,2,south america,medium,False,2,24.0,1940568.73,inventory buffer,2,37,48,False
DIS-020697,geopolitical,electronics,3,asia-pacific,large,True,3,18.4,5280076.73,alternative supplier,7,20,171,False
DIS-020698,port congestion,consumer goods,2,europe,small,False,2,37.2,271649.48,inventory buffer,1,25,39,False
DIS-020699,cyber attack,electronics,1,europe,medium,False,3,15.7,273010.63,production reroute,1,17,136,False
DIS-020700,port congestion,pharmaceuticals,2,asia-pacific,medium,False,3,43.3,1508729.7,customer delay,4,71,190,False
DIS-020701,cyber attack,consumer goods,3,asia-pacific,medium,False,2,23.9,1674315.22,production reroute,2,25,122,False
DIS-020702,geopolitical,pharmaceuticals,2,north america,medium,True,3,45.2,4481527.24,customer delay,7,54,67,False
DIS-020703,factory incident,consumer goods,3,europe,medium,True,2,25.2,726884.15,combined strategy,1,37,66,False
DIS-020704,cyber attack,electronics,1,europe,small,False,4,65.0,393409.72,production reroute,6,68,118,False
DIS-020705,port congestion,electronics,2,africa/middle east,large,False,2,29.9,3323937.11,production reroute,2,13,128,True
DIS-020706,cyber attack,electronics,3,south america,medium,False,4,21.3,208047.85,combined strategy,3,82,169,True
DIS-020707,port congestion,consumer goods,4,asia-pacific,large,True,2,24.7,2560221.39,alternative supplier,1,27,87,False
DIS-020708,factory incident,consumer goods,1,asia-pacific,large,False,4,66.8,1346010.69,production reroute,1,50,156,True
DIS-020709,labor strike,automotive,3,asia-pacific,small,True,2,35.8,844534.35,alternative supplier,1,38,54,False
DIS-020710,cyber attack,electronics,4,asia-pacific,medium,False,4,19.5,703271.09,production reroute,8,15,120,True
DIS-020711,labor strike,aerospace,1,africa/middle east,medium,True,1,17.8,2590670.19,alternative supplier,1,10,18,True
DIS-020712,geopolitical,automotive,3,south america,medium,True,2,25.0,409327.02,alternative supplier,1,35,67,False
DIS-020713,factory incident,electronics,1,europe,medium,False,2,20.1,412758.04,inventory buffer,2,8,45,True
DIS-020714,labor strike,pharmaceuticals,1,asia-pacific,medium,True,3,44.6,1851388.29,customer delay,6,65,108,True
DIS-020715,natural disaster,automotive,3,asia-pacific,medium,False,3,49.4,2162467.66,inventory buffer,10,3,181,False
DIS-020716,port congestion,pharmaceuticals,4,asia-pacific,small,False,1,6.4,386536.81,inventory buffer,1,9,45,False
DIS-020717,natural disaster,electronics,2,asia-pacific,small,False,2,22.1,363296.47,alternative supplier,1,23,56,False
DIS-020718,factory incident,aerospace,2,asia-pacific,medium,True,3,42.3,5887843.57,customer delay,4,58,101,False
DIS-020719,port congestion,automotive,2,europe,medium,True,1,1.0,14017.57,alternative supplier,4,4,9,False
DIS-020720,labor strike,consumer goods,3,north america,large,True,2,17.0,1533033.46,alternative supplier,1,3,31,False
DIS-020721,port congestion,pharmaceuticals,1,asia-pacific,small,False,1,10.4,210583.67,inventory buffer,3,3,55,False
DIS-020722,factory incident,pharmaceuticals,1,asia-pacific,small,True,3,24.0,419162.24,alternative supplier,1,7,155,True
DIS-020723,cyber attack,automotive,3,asia-pacific,small,True,4,41.2,779040.02,alternative supplier,18,33,43,True
DIS-020724,geopolitical,aerospace,1,europe,medium,True,4,52.2,2430466.64,production reroute,5,37,59,False
DIS-020725,natural disaster,consumer goods,4,north america,small,False,2,31.3,170678.71,production reroute,2,18,48,False
DIS-020726,cyber attack,electronics,3,europe,medium,True,2,15.3,428002.68,alternative supplier,5,3,12,False
DIS-020727,port congestion,electronics,1,africa/middle east,large,True,1,15.4,1531559.02,alternative supplier,1,6,11,True
DIS-020728,geopolitical,electronics,2,south america,small,True,3,52.4,2459246.3,alternative supplier,1,48,53,False
DIS-020729,cyber attack,electronics,3,europe,large,True,4,30.4,4170886.67,combined strategy,1,168,216,True
DIS-020730,labor strike,electronics,1,asia-pacific,medium,True,1,16.7,65161.31,alternative supplier,2,6,11,True
DIS-020731,cyber attack,automotive,3,north america,small,True,2,16.7,173749.37,alternative supplier,1,16,34,False
DIS-020732,labor strike,automotive,2,north america,medium,False,1,1.0,13631.08,production reroute,4,29,48,False
DIS-020733,labor strike,consumer goods,3,south america,medium,False,3,35.8,771649.94,inventory buffer,16,28,85,True
DIS-020734,factory incident,electronics,2,africa/middle east,small,True,2,17.7,116809.8,alternative supplier,1,12,31,False
DIS-020735,factory incident,aerospace,1,asia-pacific,medium,True,3,25.0,4097391.88,production reroute,2,29,41,False
DIS-020736,labor strike,automotive,1,asia-pacific,medium,False,2,38.5,1511015.62,alternative supplier,1,16,40,False
DIS-020737,labor strike,aerospace,3,europe,small,True,1,14.8,156960.61,alternative supplier,1,9,22,False
DIS-020738,natural disaster,pharmaceuticals,1,europe,medium,False,4,53.0,1248784.05,combined strategy,1,5,85,False
DIS-020739,geopolitical,electronics,2,europe,medium,False,3,55.2,6035480.92,production reroute,1,60,179,False
DIS-020740,geopolitical,electronics,3,asia-pacific,small,False,1,32.9,224707.6,alternative supplier,10,3,8,False
DIS-020741,cyber attack,aerospace,2,asia-pacific,small,False,5,61.5,2752148.82,combined strategy,3,50,250,True
DIS-020742,labor strike,electronics,3,south america,small,True,3,22.9,216466.79,alternative supplier,2,75,84,False
DIS-020743,port congestion,electronics,4,asia-pacific,small,True,1,7.4,37296.07,alternative supplier,2,8,29,False
DIS-020744,cyber attack,aerospace,3,asia-pacific,small,True,3,33.1,1903537.28,alternative supplier,1,36,64,False
DIS-020745,port congestion,automotive,3,asia-pacific,large,True,3,22.2,1773608.08,alternative supplier,1,24,68,False
DIS-020746,cyber attack,automotive,1,asia-pacific,medium,False,4,56.5,6570757.64,combined strategy,17,58,114,True
DIS-020747,geopolitical,automotive,2,north america,medium,True,3,28.2,1792310.79,alternative supplier,5,48,97,False
DIS-020748,geopolitical,automotive,1,europe,medium,True,4,68.6,895089.56,production reroute,4,11,41,False
DIS-020749,factory incident,consumer goods,1,asia-pacific,large,True,1,5.0,91680.01,alternative supplier,1,10,20,False
DIS-020750,labor strike,automotive,3,asia-pacific,small,False,3,23.1,634453.19,production reroute,1,58,134,True
DIS-020751,cyber attack,automotive,2,africa/middle east,small,False,4,54.4,772765.09,production reroute,8,14,69,False
DIS-020752,labor strike,consumer goods,2,north america,medium,True,1,21.5,595912.23,alternative supplier,1,12,17,False
DIS-020753,geopolitical,aerospace,1,asia-pacific,medium,False,3,56.7,23037046.99,inventory buffer,12,77,149,False
DIS-020754,port congestion,electronics,2,europe,medium,True,2,13.4,249022.74,customer delay,1,48,94,False
DIS-020755,labor strike,electronics,2,asia-pacific,large,False,1,14.4,727023.94,alternative supplier,1,11,20,False
DIS-020756,geopolitical,automotive,3,asia-pacific,medium,False,4,50.8,1505057.46,production reroute,2,18,192,True
DIS-020757,labor strike,pharmaceuticals,3,south america,medium,False,2,15.5,602999.14,production reroute,1,10,21,False
DIS-020758,cyber attack,electronics,1,asia-pacific,small,False,2,16.4,47064.92,customer delay,1,44,86,False
DIS-020759,port congestion,pharmaceuticals,2,south america,large,True,2,38.9,5162133.31,alternative supplier,1,14,33,False
DIS-020760,labor strike,aerospace,1,south america,medium,True,3,50.7,2084950.22,alternative supplier,2,23,51,False
DIS-020761,factory incident,automotive,1,north america,medium,False,2,34.3,1135876.33,customer delay,21,24,104,True
DIS-020762,natural disaster,pharmaceuticals,4,asia-pacific,small,False,2,5.1,203477.49,customer delay,2,78,95,False
DIS-020763,labor strike,pharmaceuticals,3,europe,medium,True,1,1.0,75744.57,alternative supplier,1,3,18,False
DIS-020764,port congestion,pharmaceuticals,1,europe,medium,True,2,45.5,1415392.86,alternative supplier,1,13,53,False
DIS-020765,factory incident,consumer goods,3,europe,medium,False,2,20.6,264275.52,production reroute,1,6,32,True
DIS-020766,geopolitical,electronics,1,europe,medium,True,3,32.3,561533.27,alternative supplier,4,27,37,False
DIS-020767,cyber attack,automotive,1,europe,medium,True,5,66.4,8621543.73,alternative supplier,11,30,254,False
DIS-020768,port congestion,automotive,1,europe,small,True,1,22.1,65538.59,customer delay,1,8,26,False
DIS-020769,port congestion,electronics,2,south america,small,False,2,31.7,780235.81,customer delay,19,13,18,False
DIS-020770,natural disaster,consumer goods,2,europe,small,True,2,40.1,167505.62,alternative supplier,7,16,21,False
DIS-020771,natural disaster,pharmaceuticals,2,africa/middle east,small,False,5,70.8,2624053.41,combined strategy,10,20,91,False
DIS-020772,natural disaster,automotive,1,asia-pacific,medium,False,3,45.1,14024722.26,customer delay,12,23,81,False
DIS-020773,port congestion,electronics,3,north america,large,True,2,24.8,2270482.86,customer delay,2,47,93,False
DIS-020774,natural disaster,pharmaceuticals,3,asia-pacific,medium,False,3,21.8,833225.01,inventory buffer,8,40,139,False
DIS-020775,port congestion,aerospace,1,africa/middle east,medium,True,1,1.0,59307.11,alternative supplier,3,14,36,True
DIS-020776,cyber attack,consumer goods,1,africa/middle east,medium,False,5,72.6,1142184.25,production reroute,31,66,177,True
DIS-020777,factory incident,pharmaceuticals,2,asia-pacific,medium,True,3,30.5,2759595.9,alternative supplier,7,4,118,False
DIS-020778,labor strike,automotive,1,europe,small,True,2,6.8,51614.81,alternative supplier,6,8,40,False
DIS-020779,port congestion,consumer goods,2,north america,small,True,1,5.2,38185.41,alternative supplier,1,10,43,False
DIS-020780,cyber attack,aerospace,1,europe,small,True,5,84.4,2627204.7,alternative supplier,1,94,106,False
DIS-020781,cyber attack,aerospace,3,africa/middle east,medium,False,4,45.7,682306.66,combined strategy,1,35,44,False
DIS-020782,natural disaster,pharmaceuticals,3,south america,small,False,4,51.6,594808.8,combined strategy,9,52,189,False
DIS-020783,geopolitical,consumer goods,3,north america,large,True,2,10.9,2203407.19,alternative supplier,2,34,43,False
DIS-020784,port congestion,consumer goods,1,asia-pacific,medium,False,2,27.6,87378.5,inventory buffer,9,16,207,True
DIS-020785,port congestion,pharmaceuticals,1,north america,small,True,2,43.8,463847.71,alternative supplier,4,4,43,False
DIS-020786,natural disaster,aerospace,2,north america,small,False,2,23.5,734432.46,combined strategy,6,47,119,False
DIS-020787,labor strike,automotive,2,asia-pacific,medium,True,2,19.6,1273188.63,alternative supplier,4,27,73,False
DIS-020788,port congestion,pharmaceuticals,1,asia-pacific,small,False,2,9.8,33260.19,production reroute,8,33,44,False
DIS-020789,geopolitical,automotive,1,south america,small,True,2,33.4,730816.97,inventory buffer,3,28,50,False
DIS-020790,cyber attack,electronics,2,asia-pacific,small,False,4,42.5,455113.13,production reroute,4,12,174,True
DIS-020791,natural disaster,consumer goods,2,north america,small,True,4,41.1,959159.08,alternative supplier,11,14,47,False
DIS-020792,port congestion,automotive,2,asia-pacific,small,False,2,40.5,352992.96,production reroute,4,30,68,False
DIS-020793,port congestion,consumer goods,2,asia-pacific,small,False,4,59.2,543055.68,production reroute,1,49,203,True
DIS-020794,geopolitical,consumer goods,3,asia-pacific,medium,True,1,22.3,474013.88,alternative supplier,1,9,29,False
DIS-020795,port congestion,pharmaceuticals,2,asia-pacific,large,True,1,12.6,941926.33,alternative supplier,1,18,28,False
DIS-020796,port congestion,consumer goods,2,europe,medium,False,2,14.5,128903.58,customer delay,1,58,152,True
DIS-020797,cyber attack,electronics,1,africa/middle east,medium,True,2,15.8,238733.16,alternative supplier,1,13,79,True
DIS-020798,factory incident,automotive,1,north america,large,False,2,21.1,1276068.04,customer delay,6,55,91,True
DIS-020799,port congestion,pharmaceuticals,2,europe,medium,False,5,79.3,2222480.24,production reroute,35,29,63,True
DIS-020800,port congestion,aerospace,2,south america,large,True,3,55.0,4573587.38,alternative supplier,2,45,103,False
DIS-020801,labor strike,pharmaceuticals,4,asia-pacific,small,False,3,31.3,233902.75,inventory buffer,1,19,44,False
DIS-020802,cyber attack,consumer goods,2,europe,small,True,5,53.1,1953224.52,alternative supplier,2,42,389,False
DIS-020803,natural disaster,consumer goods,1,europe,medium,True,4,56.8,100095.71,alternative supplier,10,38,80,False
DIS-020804,geopolitical,automotive,3,europe,large,False,4,52.3,15909670.04,combined strategy,8,70,208,True
DIS-020805,labor strike,automotive,3,asia-pacific,small,True,1,13.4,450198.22,alternative supplier,1,3,8,False
DIS-020806,geopolitical,pharmaceuticals,1,europe,medium,True,2,35.1,1717559.73,customer delay,3,12,17,False
DIS-020807,cyber attack,consumer goods,2,asia-pacific,medium,False,3,41.1,2079686.9,inventory buffer,2,36,95,False
DIS-020808,port congestion,electronics,2,north america,small,False,2,18.2,83177.13,customer delay,3,42,191,False
DIS-020809,labor strike,consumer goods,4,africa/middle east,small,False,2,19.5,70968.18,inventory buffer,11,3,89,False
DIS-020810,port congestion,electronics,1,north america,medium,False,3,37.4,1599235.54,customer delay,1,23,79,True
DIS-020811,labor strike,electronics,1,europe,small,False,3,35.1,190277.36,alternative supplier,1,26,31,False
DIS-020812,labor strike,electronics,2,south america,medium,True,2,26.8,912333.47,alternative supplier,1,16,43,False
DIS-020813,natural disaster,electronics,3,africa/middle east,medium,False,2,17.2,492282.04,inventory buffer,3,13,65,True
DIS-020814,factory incident,electronics,2,europe,medium,False,2,17.2,1932138.26,alternative supplier,1,11,47,True
DIS-020815,natural disaster,electronics,3,asia-pacific,medium,False,3,39.1,3800615.01,production reroute,4,39,113,False
DIS-020816,port congestion,electronics,2,asia-pacific,small,True,1,25.0,129240.74,alternative supplier,3,3,28,False
DIS-020817,labor strike,electronics,2,europe,large,True,1,16.1,1458543.14,alternative supplier,2,25,30,False
DIS-020818,geopolitical,pharmaceuticals,2,asia-pacific,large,True,1,22.8,8848505.92,alternative supplier,1,5,28,False
DIS-020819,labor strike,automotive,2,south america,medium,True,1,15.5,1678961.68,combined strategy,1,4,10,False
DIS-020820,geopolitical,electronics,1,asia-pacific,small,False,4,64.2,145195.08,production reroute,1,68,222,True
DIS-020821,cyber attack,automotive,4,europe,small,False,2,18.6,441148.6,alternative supplier,1,22,31,False
DIS-020822,natural disaster,pharmaceuticals,4,europe,large,True,4,18.7,4411575.43,alternative supplier,2,95,171,True
DIS-020823,cyber attack,electronics,3,europe,small,False,2,39.6,262475.89,customer delay,13,37,48,False
DIS-020824,labor strike,electronics,2,asia-pacific,large,True,2,27.0,2430504.48,alternative supplier,1,28,53,False
DIS-020825,port congestion,consumer goods,2,north america,large,True,2,31.9,724364.02,alternative supplier,1,3,73,True
DIS-020826,geopolitical,pharmaceuticals,3,europe,medium,True,3,38.6,2082833.15,alternative supplier,1,86,167,False
DIS-020827,cyber attack,aerospace,2,south america,large,True,4,44.3,11882947.6,combined strategy,1,41,137,True
DIS-020828,geopolitical,automotive,4,europe,medium,True,3,19.8,8077649.03,production reroute,2,68,149,False
DIS-020829,labor strike,electronics,2,europe,small,True,2,6.5,53169.25,alternative supplier,3,10,20,False
DIS-020830,cyber attack,automotive,2,asia-pacific,small,True,4,49.2,512223.04,alternative supplier,6,41,60,False
DIS-020831,cyber attack,automotive,3,north america,medium,True,3,28.8,1657933.15,alternative supplier,1,40,88,False
DIS-020832,labor strike,pharmaceuticals,3,north america,medium,True,2,15.4,164499.37,production reroute,8,56,72,False
DIS-020833,cyber attack,pharmaceuticals,2,asia-pacific,small,False,2,28.6,287747.63,inventory buffer,12,29,67,False
DIS-020834,port congestion,electronics,2,asia-pacific,large,True,2,23.6,6711551.96,production reroute,9,32,73,False
DIS-020835,geopolitical,automotive,2,south america,small,True,5,46.5,347567.34,alternative supplier,2,90,150,True
DIS-020836,factory incident,pharmaceuticals,4,africa/middle east,small,False,2,13.9,170960.31,customer delay,1,23,29,True
DIS-020837,factory incident,electronics,4,europe,medium,True,2,24.2,171369.97,alternative supplier,1,5,34,False
DIS-020838,factory incident,pharmaceuticals,4,asia-pacific,medium,True,1,1.0,53337.56,alternative supplier,1,10,33,False
DIS-020839,port congestion,electronics,1,north america,large,True,4,50.6,9325191.43,alternative supplier,10,39,189,False
DIS-020840,labor strike,automotive,3,asia-pacific,medium,False,3,31.2,9467646.12,combined strategy,7,17,60,False
DIS-020841,natural disaster,electronics,3,south america,medium,False,3,41.9,248977.63,inventory buffer,39,39,51,False
DIS-020842,cyber attack,electronics,1,europe,medium,False,2,25.1,1088261.56,combined strategy,9,56,74,True
DIS-020843,geopolitical,electronics,1,asia-pacific,medium,False,3,36.5,618498.25,production reroute,1,29,34,False
DIS-020844,cyber attack,pharmaceuticals,2,europe,medium,False,5,51.6,5959075.64,combined strategy,11,144,212,True
DIS-020845,cyber attack,pharmaceuticals,3,europe,small,True,4,53.2,683227.64,alternative supplier,4,53,102,False
DIS-020846,cyber attack,aerospace,1,africa/middle east,medium,True,5,62.4,2680465.47,alternative supplier,12,47,73,False
DIS-020847,port congestion,pharmaceuticals,4,north america,large,False,1,1.0,63634.69,customer delay,1,36,53,False
DIS-020848,geopolitical,electronics,1,north america,medium,False,1,13.6,314958.48,alternative supplier,2,14,19,False
DIS-020849,labor strike,electronics,1,africa/middle east,medium,False,3,65.8,5989994.86,customer delay,1,25,191,True
DIS-020850,geopolitical,pharmaceuticals,1,asia-pacific,small,False,4,70.3,2736173.37,production reroute,1,28,44,True
DIS-020851,geopolitical,electronics,4,asia-pacific,small,True,2,30.1,65712.27,alternative supplier,2,32,44,False
DIS-020852,port congestion,pharmaceuticals,1,europe,small,True,2,32.5,323081.35,customer delay,1,17,95,False
