disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change,risk_score,severity_label
DIS-019194,Geopolitical,Pharmaceuticals,1,North America,Medium,True,4,69.2,6467081.48,Alternative Supplier,6,24,129,True,4,Critical
DIS-019195,Port Congestion,Consumer Goods,2,North America,Small,True,2,27.7,252468.97,Alternative Supplier,2,27,57,False,2,Medium
DIS-019196,Cyber Attack,Automotive,3,Asia-Pacific,Medium,True,2,34.7,1215387.92,Customer Delay,1,3,17,False,2,Medium
DIS-019197,Geopolitical,Pharmaceuticals,3,South America,Medium,False,1,13.7,2308670.74,Inventory Buffer,1,20,43,False,1,Low
DIS-019198,Geopolitical,Automotive,3,Asia-Pacific,Medium,False,2,21.8,588934.75,Combined Strategy,1,24,45,False,2,Medium
DIS-019199,Labor Strike,Electronics,1,Asia-Pacific,Small,False,1,17.8,55022.53,Combined Strategy,5,3,38,False,1,Low
DIS-019200,Geopolitical,Pharmaceuticals,2,South America,Large,False,3,19.0,18096665.53,Inventory Buffer,16,23,84,False,3,High
DIS-019201,Natural Disaster,Pharmaceuticals,1,Africa/Middle East,Small,False,5,90.5,3962164.22,Combined Strategy,28,26,265,False,5,
DIS-019202,Factory Incident,Automotive,4,Europe,Medium,True,3,48.8,1371074.11,Alternative Supplier,1,5,54,False,3,High
DIS-019203,Cyber Attack,Automotive,4,Asia-Pacific,Small,True,3,41.3,1145576.87,Alternative Supplier,1,38,99,False,3,High
DIS-019204,Natural Disaster,Electronics,3,Asia-Pacific,Medium,True,5,50.7,2046679.09,Alternative Supplier,3,135,207,False,5,
DIS-019205,Factory Incident,Pharmaceuticals,1,Europe,Medium,False,2,19.0,467077.75,Customer Delay,2,30,68,True,2,Medium
DIS-019206,Port Congestion,Automotive,3,Europe,Small,True,3,32.6,507069.15,Alternative Supplier,1,24,41,True,3,High
DIS-019207,Cyber Attack,Consumer Goods,2,North America,Medium,True,3,46.5,1301242.59,Alternative Supplier,12,7,62,False,3,High
DIS-019208,Cyber Attack,Electronics,4,Asia-Pacific,Medium,False,4,22.8,1013236.0,Combined Strategy,3,87,218,False,4,Critical
DIS-019209,Factory Incident,Consumer Goods,1,Asia-Pacific,Medium,True,3,53.5,681637.83,Production Reroute,1,19,64,False,3,High
DIS-019210,Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Small,True,3,42.5,2821698.26,Alternative Supplier,1,11,112,False,3,High
DIS-019211,Natural Disaster,Aerospace,1,Asia-Pacific,Small,False,2,24.9,1772534.28,Production Reroute,10,16,97,False,2,Medium
DIS-019212,Port Congestion,Electronics,3,Asia-Pacific,Medium,True,2,13.0,592463.69,Alternative Supplier,2,5,37,False,2,Medium
DIS-019213,Port Congestion,Consumer Goods,3,Asia-Pacific,Small,False,2,29.4,373780.54,Production Reroute,6,24,58,False,2,Medium
DIS-019214,Geopolitical,Electronics,3,Asia-Pacific,Small,False,2,2.6,19525.51,Production Reroute,1,53,58,False,2,Medium
DIS-019215,Labor Strike,Automotive,3,Europe,Medium,True,2,14.6,688917.02,Combined Strategy,1,30,57,False,2,Medium
DIS-019216,Natural Disaster,Automotive,4,South America,Medium,False,3,21.3,1386740.86,Inventory Buffer,7,14,120,False,3,High
DIS-019217,Cyber Attack,Automotive,2,Asia-Pacific,Large,True,3,39.5,6185570.19,Alternative Supplier,1,36,159,True,3,High
DIS-019218,Factory Incident,Pharmaceuticals,2,North America,Large,True,2,27.0,4601439.17,Customer Delay,1,5,30,False,2,Medium
DIS-019219,Port Congestion,Consumer Goods,1,North America,Small,False,4,59.6,464846.31,Inventory Buffer,1,66,179,True,4,Critical
DIS-019220,Geopolitical,Automotive,1,Europe,Large,True,1,29.6,1770681.79,Alternative Supplier,6,4,9,False,1,Low
DIS-019221,Geopolitical,Aerospace,2,Asia-Pacific,Large,True,1,11.2,3666653.49,Alternative Supplier,1,5,13,False,1,Low
DIS-019222,Cyber Attack,Electronics,2,Europe,Large,True,4,56.6,2408346.62,Alternative Supplier,2,40,175,True,4,Critical
DIS-019223,Port Congestion,Electronics,3,North America,Large,True,3,21.9,2630130.42,Production Reroute,1,19,124,False,3,High
DIS-019224,Cyber Attack,Automotive,4,South America,Medium,True,5,39.8,3174320.32,Alternative Supplier,1,101,248,False,5,
DIS-019225,Geopolitical,Aerospace,3,Europe,Small,True,3,41.1,3096276.33,Alternative Supplier,1,11,22,False,3,High
DIS-019226,Geopolitical,Automotive,1,South America,Small,False,2,49.2,342493.8,Production Reroute,4,10,78,False,2,Medium
DIS-019227,Labor Strike,Electronics,1,Asia-Pacific,Medium,False,1,16.8,775151.58,Customer Delay,1,30,55,False,1,Low
DIS-019228,Labor Strike,Pharmaceuticals,4,Asia-Pacific,Medium,True,2,12.7,84976.31,Inventory Buffer,1,39,54,False,2,Medium
DIS-019229,Geopolitical,Pharmaceuticals,3,South America,Small,False,3,39.0,558267.16,Inventory Buffer,2,19,39,False,3,High
DIS-019230,Port Congestion,Electronics,1,Europe,Medium,True,5,86.7,2140199.02,Alternative Supplier,1,19,219,False,5,
DIS-019231,Factory Incident,Consumer Goods,3,Europe,Medium,False,3,25.6,658965.08,Production Reroute,1,37,98,False,3,High
DIS-019232,Geopolitical,Electronics,2,Asia-Pacific,Medium,False,3,37.1,2331505.17,Production Reroute,4,20,102,False,3,High
DIS-019233,Factory Incident,Automotive,4,Asia-Pacific,Medium,False,3,45.7,1841744.21,Combined Strategy,3,149,239,False,3,High
DIS-019234,Labor Strike,Automotive,4,Asia-Pacific,Large,False,3,12.6,1354734.22,Inventory Buffer,4,53,70,False,3,High
DIS-019235,Port Congestion,Automotive,2,North America,Large,True,2,42.3,10287463.74,Alternative Supplier,2,3,37,False,2,Medium
DIS-019236,Labor Strike,Aerospace,1,South America,Medium,False,3,63.8,4002280.05,Customer Delay,1,63,98,False,3,High
DIS-019237,Labor Strike,Electronics,3,Asia-Pacific,Medium,True,3,41.3,2127660.19,Inventory Buffer,14,21,35,False,3,High
DIS-019238,Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Medium,True,4,56.5,1266531.54,Production Reroute,2,7,20,True,4,Critical
DIS-019239,Cyber Attack,Aerospace,1,Asia-Pacific,Medium,False,4,50.1,7110908.6,Combined Strategy,6,68,172,False,4,Critical
DIS-019240,Cyber Attack,Consumer Goods,1,South America,Large,True,4,59.4,2889582.0,Alternative Supplier,1,13,36,False,4,Critical
DIS-019241,Port Congestion,Electronics,2,Asia-Pacific,Small,True,2,12.6,182886.56,Alternative Supplier,6,16,48,True,2,Medium
DIS-019242,Natural Disaster,Automotive,2,Asia-Pacific,Large,False,3,47.4,4241715.49,Customer Delay,21,36,102,False,3,High
DIS-019243,Labor Strike,Consumer Goods,1,Europe,Small,False,1,31.4,499270.36,Production Reroute,4,4,45,False,1,Low
DIS-019244,Port Congestion,Automotive,3,Europe,Medium,False,3,10.8,674000.03,Production Reroute,6,13,127,False,3,High
DIS-019245,Cyber Attack,Automotive,1,Europe,Medium,True,3,23.3,1741139.88,Alternative Supplier,1,28,76,True,3,High
DIS-019246,Cyber Attack,Consumer Goods,2,Asia-Pacific,Small,False,2,13.8,26646.6,Production Reroute,8,25,45,False,2,Medium
DIS-019247,Cyber Attack,Pharmaceuticals,4,Europe,Large,True,4,37.2,5839694.84,Production Reroute,1,47,68,False,4,Critical
DIS-019248,Natural Disaster,Aerospace,2,South America,Medium,True,4,56.8,3868035.18,Alternative Supplier,1,74,187,False,4,Critical
DIS-019249,Cyber Attack,Aerospace,3,Asia-Pacific,Medium,True,5,44.5,1241326.42,Alternative Supplier,2,44,98,True,5,
DIS-019250,Port Congestion,Electronics,4,Europe,Medium,True,2,16.7,668855.05,Alternative Supplier,2,22,52,False,2,Medium
DIS-019251,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,False,4,68.2,36904753.46,Customer Delay,1,104,133,True,4,Critical
DIS-019252,Factory Incident,Pharmaceuticals,3,South America,Medium,True,2,20.1,523227.44,Alternative Supplier,1,28,34,False,2,Medium
DIS-019253,Geopolitical,Automotive,3,Asia-Pacific,Small,False,2,41.5,1632754.73,Combined Strategy,1,7,41,False,2,Medium
DIS-019254,Labor Strike,Pharmaceuticals,1,Europe,Small,False,4,58.4,615442.68,Production Reroute,5,97,163,True,4,Critical
DIS-019255,Natural Disaster,Automotive,1,Africa/Middle East,Small,False,2,33.9,620622.2,Alternative Supplier,4,6,26,True,2,Medium
DIS-019256,Factory Incident,Consumer Goods,3,Europe,Small,False,2,20.2,75641.16,Production Reroute,5,12,39,False,2,Medium
DIS-019257,Cyber Attack,Aerospace,3,Asia-Pacific,Medium,False,5,43.6,9275300.51,Combined Strategy,1,55,153,False,5,
DIS-019258,Natural Disaster,Electronics,3,Asia-Pacific,Large,False,2,9.5,434974.74,Alternative Supplier,4,16,46,False,2,Medium
DIS-019259,Geopolitical,Pharmaceuticals,1,South America,Small,True,4,58.1,2903491.68,Production Reroute,6,27,76,False,4,Critical
DIS-019260,Natural Disaster,Pharmaceuticals,1,North America,Large,True,3,42.6,7993955.49,Alternative Supplier,3,62,111,False,3,High
DIS-019261,Factory Incident,Automotive,2,North America,Small,False,3,31.4,1237667.09,Customer Delay,19,38,127,False,3,High
DIS-019262,Cyber Attack,Automotive,2,Asia-Pacific,Medium,False,3,19.8,496068.07,Inventory Buffer,12,36,107,False,3,High
DIS-019263,Geopolitical,Consumer Goods,1,Asia-Pacific,Large,False,4,59.0,1163685.62,Combined Strategy,16,49,119,True,4,Critical
DIS-019264,Natural Disaster,Automotive,4,Africa/Middle East,Large,False,1,41.1,5639449.48,Inventory Buffer,1,4,20,False,1,Low
DIS-019265,Cyber Attack,Consumer Goods,2,Asia-Pacific,Small,True,2,28.5,103907.38,Alternative Supplier,1,19,25,False,2,Medium
DIS-019266,Cyber Attack,Pharmaceuticals,1,Asia-Pacific,Medium,False,3,49.9,3128105.47,Inventory Buffer,1,9,28,True,3,High
DIS-019267,Natural Disaster,Consumer Goods,4,Europe,Medium,False,3,17.5,359613.01,Customer Delay,6,37,85,False,3,High
DIS-019268,Port Congestion,Automotive,3,Europe,Medium,True,3,34.4,995637.94,Alternative Supplier,2,8,64,False,3,High
DIS-019269,Port Congestion,Consumer Goods,4,Asia-Pacific,Small,False,1,18.3,192461.4,Production Reroute,3,3,26,True,1,Low
DIS-019270,Port Congestion,Electronics,1,Europe,Medium,True,3,29.8,1457336.67,Alternative Supplier,1,51,70,False,3,High
DIS-019271,Labor Strike,Aerospace,3,Asia-Pacific,Medium,True,3,22.6,689249.01,Alternative Supplier,1,22,31,False,3,High
DIS-019272,Cyber Attack,Electronics,4,Europe,Medium,False,3,17.1,1395603.87,Customer Delay,1,73,150,True,3,High
DIS-019273,Natural Disaster,Electronics,4,Asia-Pacific,Medium,True,3,22.5,2241674.58,Customer Delay,1,78,116,True,3,High
DIS-019274,Geopolitical,Automotive,3,South America,Small,False,5,47.9,293728.56,Production Reroute,4,17,278,False,5,
DIS-019275,Factory Incident,Automotive,2,Europe,Large,True,3,46.5,14322467.51,Alternative Supplier,3,11,71,False,3,High
DIS-019276,Factory Incident,Consumer Goods,1,Europe,Large,True,3,52.0,1532033.68,Alternative Supplier,1,4,53,False,3,High
DIS-019277,Cyber Attack,Automotive,4,Asia-Pacific,Medium,False,3,15.2,805554.53,Combined Strategy,9,28,144,True,3,High
DIS-019278,Labor Strike,Consumer Goods,2,Asia-Pacific,Medium,True,4,26.9,339981.01,Alternative Supplier,10,39,59,True,4,Critical
DIS-019279,Natural Disaster,Pharmaceuticals,1,Asia-Pacific,Small,False,2,50.8,1008668.62,Alternative Supplier,3,21,126,False,2,Medium
DIS-019280,Factory Incident,Pharmaceuticals,1,North America,Large,True,3,28.8,19072633.06,Alternative Supplier,2,9,63,False,3,High
DIS-019281,Factory Incident,Consumer Goods,2,Asia-Pacific,Large,True,3,36.1,4312923.85,Alternative Supplier,1,14,71,True,3,High
DIS-019282,Cyber Attack,Electronics,3,Asia-Pacific,Medium,True,5,77.9,4993932.33,Alternative Supplier,2,76,163,False,5,
DIS-019283,Labor Strike,Electronics,1,Asia-Pacific,Medium,True,2,30.5,472002.96,Customer Delay,3,46,74,False,2,Medium
DIS-019284,Port Congestion,Consumer Goods,3,Asia-Pacific,Small,True,2,21.4,130611.86,Customer Delay,5,43,139,False,2,Medium
DIS-019285,Port Congestion,Electronics,1,Asia-Pacific,Small,True,1,25.4,284179.72,Alternative Supplier,1,13,19,False,1,Low
DIS-019286,Port Congestion,Automotive,1,Asia-Pacific,Small,False,2,35.7,194708.61,Production Reroute,11,8,65,True,2,Medium
DIS-019287,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Large,False,2,37.5,9280884.17,Production Reroute,16,24,56,False,2,Medium
DIS-019288,Geopolitical,Automotive,1,North America,Medium,True,1,4.5,87068.33,Alternative Supplier,5,8,13,True,1,Low
DIS-019289,Cyber Attack,Pharmaceuticals,4,South America,Medium,False,3,15.0,1222155.28,Combined Strategy,2,58,193,False,3,High
DIS-019290,Port Congestion,Electronics,1,North America,Medium,False,1,27.1,1237213.81,Inventory Buffer,4,5,26,False,1,Low
DIS-019291,Port Congestion,Electronics,1,Europe,Medium,False,2,37.7,946878.64,Customer Delay,2,25,54,False,2,Medium
DIS-019292,Cyber Attack,Electronics,1,Asia-Pacific,Large,False,4,47.9,8328755.03,Combined Strategy,2,29,95,False,4,Critical
DIS-019293,Port Congestion,Electronics,2,Asia-Pacific,Medium,False,3,42.6,1148397.65,Inventory Buffer,5,8,81,False,3,High
DIS-019294,Port Congestion,Electronics,3,North America,Medium,True,2,26.8,1142740.29,Alternative Supplier,2,17,30,False,2,Medium
DIS-019295,Cyber Attack,Electronics,4,North America,Large,True,4,32.2,1979610.24,Alternative Supplier,5,108,175,False,4,Critical
DIS-019296,Geopolitical,Electronics,1,Europe,Large,True,1,29.5,4449361.75,Alternative Supplier,1,11,45,False,1,Low
DIS-019297,Labor Strike,Electronics,2,Africa/Middle East,Medium,True,2,25.7,550901.63,Alternative Supplier,1,27,50,False,2,Medium
DIS-019298,Labor Strike,Pharmaceuticals,3,Europe,Large,False,2,6.6,1101505.75,Combined Strategy,1,40,95,False,2,Medium
DIS-019299,Geopolitical,Electronics,4,Asia-Pacific,Large,False,3,26.9,625149.29,Production Reroute,1,36,50,False,3,High
DIS-019300,Port Congestion,Electronics,3,Asia-Pacific,Large,False,3,15.0,2062561.3,Inventory Buffer,2,5,103,False,3,High
DIS-019301,Port Congestion,Aerospace,1,Europe,Medium,False,3,46.9,3380343.38,Production Reroute,9,117,150,True,3,High
DIS-019302,Port Congestion,Automotive,2,South America,Medium,True,2,27.9,2255960.76,Inventory Buffer,4,44,73,False,2,Medium
DIS-019303,Cyber Attack,Automotive,2,Asia-Pacific,Medium,True,3,45.9,1134640.34,Customer Delay,4,104,258,False,3,High
DIS-019304,Geopolitical,Consumer Goods,2,Africa/Middle East,Medium,True,2,28.1,1672061.38,Inventory Buffer,6,23,43,False,2,Medium
DIS-019305,Port Congestion,Automotive,2,North America,Small,False,3,28.9,474708.08,Production Reroute,2,22,42,False,3,High
DIS-019306,Labor Strike,Electronics,3,North America,Medium,False,1,13.6,392104.13,Customer Delay,1,19,33,True,1,Low
DIS-019307,Geopolitical,Electronics,1,Europe,Small,False,3,45.4,465501.37,Production Reroute,10,121,179,True,3,High
DIS-019308,Geopolitical,Electronics,2,South America,Small,False,2,21.2,628767.14,Production Reroute,1,20,36,False,2,Medium
DIS-019309,Cyber Attack,Consumer Goods,3,North America,Medium,True,4,35.3,546672.14,Combined Strategy,9,22,38,False,4,Critical
DIS-019310,Labor Strike,Automotive,3,North America,Medium,True,4,50.4,1618482.94,Production Reroute,1,30,93,False,4,Critical
DIS-019311,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,False,1,10.8,257756.95,Production Reroute,2,4,64,False,1,Low
DIS-019312,Labor Strike,Electronics,2,Europe,Medium,True,3,65.2,2761588.89,Alternative Supplier,1,14,36,False,3,High
DIS-019313,Geopolitical,Consumer Goods,3,Europe,Small,False,2,12.9,134238.59,Customer Delay,4,4,120,False,2,Medium
DIS-019314,Factory Incident,Consumer Goods,1,North America,Small,True,3,34.2,175056.94,Combined Strategy,2,11,43,False,3,High
DIS-019315,Factory Incident,Electronics,1,Europe,Small,True,1,20.7,83571.78,Alternative Supplier,3,13,40,False,1,Low
DIS-019316,Cyber Attack,Pharmaceuticals,1,North America,Medium,False,2,30.0,2675430.56,Customer Delay,5,16,27,False,2,Medium
DIS-019317,Natural Disaster,Consumer Goods,1,South America,Large,True,2,29.5,1387503.56,Alternative Supplier,1,4,21,False,2,Medium
DIS-019318,Cyber Attack,Automotive,3,Asia-Pacific,Medium,False,2,13.6,430386.25,Inventory Buffer,5,19,72,True,2,Medium
DIS-019319,Cyber Attack,Pharmaceuticals,1,North America,Medium,True,4,60.9,1744919.08,Alternative Supplier,2,23,81,False,4,Critical
DIS-019320,Cyber Attack,Aerospace,2,Asia-Pacific,Small,False,3,60.6,3811038.73,Combined Strategy,5,18,26,False,3,High
DIS-019321,Labor Strike,Electronics,1,Asia-Pacific,Medium,False,2,10.9,945280.6,Production Reroute,4,8,142,False,2,Medium
DIS-019322,Cyber Attack,Consumer Goods,1,Europe,Medium,True,4,58.2,389294.78,Alternative Supplier,1,40,53,True,4,Critical
DIS-019323,Factory Incident,Consumer Goods,1,Asia-Pacific,Medium,False,2,39.4,1186852.37,Customer Delay,1,65,105,False,2,Medium
DIS-019324,Natural Disaster,Consumer Goods,1,Asia-Pacific,Small,True,3,28.7,490172.88,Alternative Supplier,1,13,18,False,3,High
DIS-019325,Geopolitical,Aerospace,3,Asia-Pacific,Medium,False,4,54.6,4511306.6,Combined Strategy,1,39,216,False,4,Critical
DIS-019326,Cyber Attack,Consumer Goods,3,Asia-Pacific,Large,True,2,18.7,1216907.82,Alternative Supplier,3,51,59,False,2,Medium
DIS-019327,Natural Disaster,Aerospace,1,South America,Small,True,4,67.7,3157612.09,Production Reroute,1,58,67,False,4,Critical
DIS-019328,Labor Strike,Automotive,1,Africa/Middle East,Small,True,3,68.0,1371160.7,Alternative Supplier,3,29,93,False,3,High
DIS-019329,Natural Disaster,Pharmaceuticals,1,North America,Small,False,3,60.6,1298027.41,Combined Strategy,4,65,187,True,3,High
DIS-019330,Geopolitical,Electronics,1,Europe,Large,True,1,18.4,2124575.24,Alternative Supplier,1,3,8,False,1,Low
DIS-019331,Natural Disaster,Consumer Goods,2,North America,Small,True,2,4.6,15437.42,Alternative Supplier,6,6,48,False,2,Medium
DIS-019332,Cyber Attack,Automotive,3,Asia-Pacific,Medium,True,4,34.7,369738.14,Production Reroute,6,89,193,False,4,Critical
DIS-019333,Labor Strike,Automotive,2,North America,Large,True,2,24.9,3515793.2,Alternative Supplier,5,15,42,False,2,Medium
DIS-019334,Cyber Attack,Automotive,1,Europe,Medium,True,3,50.2,1988380.42,Alternative Supplier,2,3,36,False,3,High
DIS-019335,Port Congestion,Electronics,3,Asia-Pacific,Large,True,2,28.4,5474439.6,Alternative Supplier,1,50,69,False,2,Medium
DIS-019336,Cyber Attack,Automotive,3,North America,Small,False,4,56.4,1317720.6,Combined Strategy,1,90,157,True,4,Critical
DIS-019337,Labor Strike,Consumer Goods,1,Europe,Medium,True,2,34.2,498506.44,Inventory Buffer,1,15,20,True,2,Medium
DIS-019338,Port Congestion,Pharmaceuticals,4,Africa/Middle East,Medium,True,3,30.9,929947.51,Alternative Supplier,4,84,172,True,3,High
DIS-019339,Labor Strike,Electronics,1,Asia-Pacific,Medium,False,3,36.2,540167.99,Alternative Supplier,1,123,219,False,3,High
DIS-019340,Labor Strike,Automotive,2,Asia-Pacific,Large,False,2,28.8,7614726.37,Production Reroute,7,3,49,False,2,Medium
DIS-019341,Port Congestion,Consumer Goods,1,Asia-Pacific,Medium,False,3,30.4,393386.31,Customer Delay,9,10,117,True,3,High
DIS-019342,Port Congestion,Consumer Goods,3,South America,Medium,True,3,41.8,475169.7,Alternative Supplier,1,31,39,False,3,High
DIS-019343,Port Congestion,Consumer Goods,3,Asia-Pacific,Medium,False,2,24.8,875147.92,Production Reroute,4,32,90,True,2,Medium
DIS-019344,Port Congestion,Aerospace,2,Asia-Pacific,Large,False,3,50.2,5803982.64,Inventory Buffer,9,4,133,False,3,High
DIS-019345,Geopolitical,Consumer Goods,3,Asia-Pacific,Medium,True,1,15.1,216733.98,Alternative Supplier,1,22,63,False,1,Low
DIS-019346,Port Congestion,Pharmaceuticals,1,Asia-Pacific,Small,False,3,47.7,862285.09,Production Reroute,11,55,107,False,3,High
DIS-019347,Geopolitical,Electronics,1,Asia-Pacific,Small,True,1,11.7,63693.58,Production Reroute,3,4,10,False,1,Low
DIS-019348,Labor Strike,Electronics,2,Asia-Pacific,Medium,True,2,37.0,595840.2,Alternative Supplier,1,4,14,False,2,Medium
DIS-019349,Port Congestion,Automotive,3,Asia-Pacific,Large,False,2,21.0,3434482.13,Production Reroute,8,23,119,False,2,Medium
DIS-019350,Cyber Attack,Consumer Goods,4,Asia-Pacific,Large,True,5,40.1,2157423.38,Production Reroute,1,92,193,False,5,
DIS-019351,Natural Disaster,Electronics,3,Asia-Pacific,Large,False,3,29.7,2821571.33,Alternative Supplier,1,36,197,False,3,High
DIS-019352,Natural Disaster,Consumer Goods,1,North America,Medium,False,3,40.8,195909.49,Production Reroute,1,72,218,False,3,High
DIS-019353,Natural Disaster,Electronics,1,Asia-Pacific,Small,False,3,29.9,226434.2,Inventory Buffer,5,22,61,False,3,High
DIS-019354,Factory Incident,Electronics,2,Africa/Middle East,Large,True,2,16.2,1923736.92,Alternative Supplier,1,19,35,False,2,Medium
DIS-019355,Port Congestion,Automotive,4,North America,Small,True,1,1.0,29724.2,Production Reroute,3,19,24,False,1,Low
DIS-019356,Port Congestion,Electronics,3,Africa/Middle East,Small,True,1,1.6,15567.95,Production Reroute,1,5,33,False,1,Low
DIS-019357,Port Congestion,Electronics,1,North America,Large,True,3,56.2,3788716.09,Inventory Buffer,1,23,50,False,3,High
DIS-019358,Cyber Attack,Pharmaceuticals,4,Asia-Pacific,Small,True,2,29.2,254116.07,Alternative Supplier,1,18,82,False,2,Medium
DIS-019359,Geopolitical,Consumer Goods,2,Europe,Medium,False,1,13.4,73795.89,Inventory Buffer,1,20,36,False,1,Low
DIS-019360,Natural Disaster,Electronics,4,Asia-Pacific,Small,False,2,11.4,60007.13,Inventory Buffer,1,47,72,True,2,Medium
DIS-019361,Natural Disaster,Aerospace,1,South America,Large,True,2,21.4,2530979.85,Alternative Supplier,2,20,58,False,2,Medium
DIS-019362,Cyber Attack,Electronics,4,North America,Small,False,3,12.7,196454.09,Inventory Buffer,4,5,90,False,3,High
DIS-019363,Port Congestion,Pharmaceuticals,2,South America,Large,True,1,21.2,2207677.45,Customer Delay,1,50,67,False,1,Low
DIS-019364,Port Congestion,Pharmaceuticals,4,North America,Small,True,3,21.5,390448.66,Inventory Buffer,1,34,42,False,3,High
DIS-019365,Factory Incident,Consumer Goods,2,Asia-Pacific,Small,False,1,18.6,158207.14,Combined Strategy,5,18,46,True,1,Low
DIS-019366,Factory Incident,Pharmaceuticals,1,Asia-Pacific,Large,True,1,7.5,2090303.62,Alternative Supplier,4,5,20,False,1,Low
DIS-019367,Cyber Attack,Electronics,4,Africa/Middle East,Medium,False,3,23.8,385275.89,Inventory Buffer,12,62,124,False,3,High
DIS-019368,Natural Disaster,Consumer Goods,1,Asia-Pacific,Medium,False,4,58.0,4693962.6,Combined Strategy,3,30,48,False,4,Critical
DIS-019369,Port Congestion,Consumer Goods,3,Europe,Medium,False,2,30.6,175264.07,Customer Delay,9,29,60,True,2,Medium
DIS-019370,Geopolitical,Consumer Goods,2,Asia-Pacific,Large,False,3,31.0,5891619.37,Customer Delay,1,45,122,True,3,High
DIS-019371,Natural Disaster,Automotive,1,Europe,Medium,False,1,1.0,37166.73,Production Reroute,13,14,45,False,1,Low
DIS-019372,Port Congestion,Automotive,3,Europe,Large,False,1,1.0,49690.74,Inventory Buffer,5,9,16,False,1,Low
DIS-019373,Factory Incident,Pharmaceuticals,4,Asia-Pacific,Large,True,1,1.0,121028.98,Alternative Supplier,6,15,28,False,1,Low
DIS-019374,Port Congestion,Aerospace,1,Europe,Large,True,3,43.6,72757805.04,Customer Delay,2,23,42,False,3,High
DIS-019375,Port Congestion,Pharmaceuticals,3,Europe,Small,True,2,29.9,1387299.77,Alternative Supplier,13,25,52,False,2,Medium
DIS-019376,Labor Strike,Electronics,3,Asia-Pacific,Large,True,1,11.1,1363666.16,Alternative Supplier,1,3,8,False,1,Low
DIS-019377,Port Congestion,Pharmaceuticals,1,North America,Large,False,3,33.8,5862348.93,Customer Delay,6,39,61,True,3,High
DIS-019378,Labor Strike,Electronics,3,Asia-Pacific,Small,True,4,41.8,210627.17,Combined Strategy,7,16,36,True,4,Critical
DIS-019379,Geopolitical,Automotive,2,Europe,Medium,False,2,24.1,2440100.5,Combined Strategy,1,5,10,False,2,Medium
DIS-019380,Port Congestion,Electronics,3,North America,Medium,True,3,16.1,164800.73,Alternative Supplier,3,79,115,False,3,High
DIS-019381,Labor Strike,Electronics,1,Europe,Medium,True,3,36.6,504856.23,Alternative Supplier,1,21,56,False,3,High
DIS-019382,Natural Disaster,Pharmaceuticals,2,Europe,Medium,False,3,41.3,2606182.16,Inventory Buffer,6,99,129,False,3,High
DIS-019383,Cyber Attack,Consumer Goods,2,South America,Small,False,3,38.9,98788.04,Inventory Buffer,1,20,81,False,3,High
DIS-019384,Labor Strike,Automotive,2,Asia-Pacific,Large,True,2,26.7,3524652.26,Alternative Supplier,2,6,24,False,2,Medium
DIS-019385,Cyber Attack,Electronics,2,Asia-Pacific,Large,True,4,42.1,3346458.18,Alternative Supplier,4,75,110,False,4,Critical
DIS-019386,Cyber Attack,Electronics,4,Asia-Pacific,Large,True,2,9.2,315613.77,Alternative Supplier,8,25,41,False,2,Medium
DIS-019387,Factory Incident,Aerospace,3,Europe,Large,False,2,19.8,6113348.88,Inventory Buffer,1,23,65,False,2,Medium
DIS-019388,Labor Strike,Consumer Goods,2,North America,Large,True,3,47.5,1727377.68,Alternative Supplier,1,56,146,True,3,High
DIS-019389,Factory Incident,Electronics,2,Europe,Medium,False,2,10.1,125232.11,Combined Strategy,5,31,107,True,2,Medium
DIS-019390,Factory Incident,Pharmaceuticals,1,Asia-Pacific,Medium,True,2,22.0,472956.86,Alternative Supplier,1,16,23,False,2,Medium
DIS-019391,Cyber Attack,Pharmaceuticals,2,Asia-Pacific,Small,False,3,39.3,1076368.06,Inventory Buffer,1,39,149,False,3,High
DIS-019392,Port Congestion,Pharmaceuticals,1,Europe,Medium,True,1,14.8,1247303.27,Alternative Supplier,2,5,32,False,1,Low
DIS-019393,Natural Disaster,Aerospace,3,Asia-Pacific,Small,False,3,39.4,1992321.62,Inventory Buffer,5,29,166,False,3,High
DIS-019394,Port Congestion,Pharmaceuticals,1,North America,Small,False,2,35.1,2844945.67,Customer Delay,1,7,142,False,2,Medium
DIS-019395,Cyber Attack,Automotive,3,South America,Medium,True,3,22.4,287219.48,Production Reroute,1,13,64,False,3,High
DIS-019396,Labor Strike,Pharmaceuticals,2,Africa/Middle East,Large,True,3,32.0,4765401.37,Alternative Supplier,5,8,30,False,3,High
DIS-019397,Port Congestion,Automotive,1,Asia-Pacific,Small,False,3,49.7,1436245.06,Production Reroute,6,58,124,False,3,High
DIS-019398,Port Congestion,Automotive,1,North America,Small,True,2,27.7,501629.02,Alternative Supplier,3,4,57,True,2,Medium
